job_title,education_level,experience_years,skills_count,industry,company_size,location,remote_work,certifications,salary
Data Analyst,High School,11,5,Manufacturing,Startup,USA,No,2,104752
Math teacher,Diploma,13,3,Media,Startup,Sweden,Yes,3,131085
Operations research analyst,PhD,19,2,Healthcare,Startup,Sweden,Hybrid,2,181589
Data Scientist,Diploma,11,16,Media,Small,UK,No,2,134523
Actuary,Bachelor,9,14,Technology,Large,Sweden,Yes,1,168371
Software Engineer,Diploma,13,6,Telecom,Medium,Australia,No,1,124981
Risk analyst,High School,0,12,Technology,Enterprise,Canada,Hybrid,4,152454
AI researcher,Master,12,14,Government,Startup,UK,No,0,140210
Financial modeler,High School,9,3,Telecom,Enterprise,Remote,Yes,3,154575
AI researcher,Master,12,12,Media,Small,Netherlands,Yes,0,140151
Actuary,Bachelor,0,6,Technology,Startup,India,Yes,2,75636
Statistician,PhD,6,12,Healthcare,Enterprise,Australia,Yes,2,140713
Statistician,PhD,11,16,Telecom,Startup,USA,Yes,5,160899
Software Engineer,Bachelor,9,5,Retail,Medium,Germany,No,0,134696
Financial modeler,Master,13,13,Healthcare,Medium,UK,No,5,177049
Operations research analyst,Bachelor,15,10,Finance,Medium,Australia,No,1,155185
Software Engineer,Bachelor,14,14,Government,Enterprise,Singapore,Yes,1,163308
Systems analyst,Diploma,8,12,Media,Medium,Australia,Hybrid,1,102469
AI researcher,High School,1,5,Media,Enterprise,USA,Yes,4,154017
Software Engineer,Master,1,5,Consulting,Small,Sweden,Yes,4,107485
AI researcher,Diploma,4,3,Healthcare,Large,USA,Yes,3,148120
Data Scientist,Master,13,7,Telecom,Enterprise,Germany,Yes,3,207683
Statistician,Master,9,4,Government,Small,Germany,Hybrid,1,119062
Data Scientist,Bachelor,15,1,Healthcare,Enterprise,Singapore,Yes,4,168812
Risk analyst,Diploma,2,18,Education,Enterprise,Netherlands,Hybrid,5,148442
Systems analyst,High School,18,2,Education,Large,Canada,Yes,0,163608
Financial modeler,Master,15,13,Government,Enterprise,Netherlands,Hybrid,5,197830
Operations research analyst,Master,0,3,Media,Large,UK,No,5,174817
AI researcher,High School,11,3,Education,Large,Australia,Hybrid,2,121327
Operations research analyst,High School,14,3,Manufacturing,Medium,Sweden,Yes,5,166000
AI researcher,Master,14,10,Finance,Large,Germany,No,4,175457
Actuary,Master,4,13,Manufacturing,Small,Sweden,No,0,132135
Software Engineer,Diploma,8,17,Technology,Startup,Remote,Hybrid,3,111453
Risk analyst,PhD,14,13,Telecom,Startup,Singapore,No,3,149139
Statistician,Diploma,5,17,Media,Large,Remote,Hybrid,2,115496
Cybersecurity Analyst,Master,1,11,Finance,Small,Australia,No,1,110451
AI researcher,Diploma,13,14,Education,Startup,Australia,Yes,0,117220
Operations research analyst,Bachelor,2,12,Retail,Small,UK,Hybrid,2,153754
Risk analyst,Diploma,8,10,Consulting,Medium,Sweden,Yes,1,130573
Data Analyst,PhD,1,9,Finance,Medium,UK,Yes,4,122341
Data Analyst,Bachelor,20,6,Telecom,Enterprise,Singapore,No,2,152405
Data Scientist,PhD,0,16,Consulting,Large,Germany,Hybrid,5,166568
Statistician,Bachelor,16,7,Telecom,Enterprise,India,Yes,0,105785
Cybersecurity Analyst,Diploma,20,4,Technology,Startup,Canada,Hybrid,0,162339
Actuary,Master,2,7,Healthcare,Small,Australia,No,5,136086
Operations research analyst,Bachelor,18,8,Manufacturing,Enterprise,Netherlands,No,4,206368
Cybersecurity Analyst,Bachelor,5,6,Telecom,Medium,Sweden,Yes,3,119814
Software Engineer,Bachelor,8,15,Education,Startup,Australia,Hybrid,3,122816
Software Engineer,Master,9,18,Government,Large,Singapore,Yes,5,160948
Operations research analyst,Diploma,11,11,Media,Enterprise,Canada,No,5,224694
Financial modeler,Bachelor,14,17,Telecom,Medium,Australia,Yes,4,164763
Actuary,Diploma,4,12,Finance,Medium,Australia,No,0,127717
Risk analyst,PhD,10,18,Telecom,Enterprise,Germany,Hybrid,2,208181
AI researcher,PhD,1,16,Finance,Medium,Remote,Yes,2,140875
Financial modeler,Bachelor,5,11,Media,Large,UK,Hybrid,0,156859
AI researcher,High School,5,4,Healthcare,Medium,Sweden,Hybrid,2,103573
AI researcher,PhD,2,11,Telecom,Startup,Germany,No,3,126828
Financial modeler,High School,14,6,Technology,Medium,UK,Hybrid,3,155182
Data Scientist,High School,8,19,Manufacturing,Startup,India,No,2,93058
Data Analyst,High School,15,7,Healthcare,Large,Netherlands,Yes,2,126260
AI researcher,Diploma,2,12,Consulting,Small,Remote,No,0,92145
Financial modeler,PhD,8,14,Healthcare,Enterprise,Canada,Yes,0,219580
Financial modeler,PhD,16,8,Healthcare,Startup,USA,Yes,3,210825
Systems analyst,Diploma,20,3,Manufacturing,Small,India,No,0,83530
Cybersecurity Analyst,Diploma,9,18,Healthcare,Startup,Sweden,Yes,2,117025
Math teacher,High School,2,18,Retail,Startup,Singapore,No,0,93575
Data Scientist,Bachelor,8,16,Manufacturing,Medium,Canada,Hybrid,4,162482
Statistician,Bachelor,10,19,Manufacturing,Startup,Canada,No,1,121037
Math teacher,Diploma,12,13,Technology,Small,Australia,Yes,0,146527
Cybersecurity Analyst,Master,9,14,Technology,Startup,Remote,Yes,4,133380
Cybersecurity Analyst,Diploma,19,1,Retail,Large,Remote,No,4,166204
Cybersecurity Analyst,High School,10,2,Manufacturing,Medium,UK,Yes,2,146051
Math teacher,Master,5,8,Education,Medium,Singapore,No,2,129675
Operations research analyst,PhD,3,5,Finance,Medium,India,Yes,4,114956
Data Analyst,Master,0,4,Healthcare,Startup,Canada,Hybrid,3,94714
Financial modeler,High School,3,4,Government,Startup,USA,Yes,1,124743
Data Analyst,High School,6,1,Healthcare,Small,India,Hybrid,1,41404
Actuary,Bachelor,20,7,Manufacturing,Enterprise,Sweden,No,2,200088
Operations research analyst,Diploma,0,14,Consulting,Large,Netherlands,No,3,142542
Statistician,Bachelor,4,2,Healthcare,Medium,Australia,No,1,90319
Data Analyst,PhD,16,9,Education,Enterprise,Singapore,No,0,162041
Software Engineer,PhD,8,1,Manufacturing,Medium,Netherlands,Hybrid,0,126418
Cybersecurity Analyst,PhD,0,15,Technology,Medium,Germany,Yes,2,155680
AI researcher,High School,2,18,Manufacturing,Enterprise,USA,Yes,2,156823
Actuary,High School,19,5,Healthcare,Medium,Australia,Yes,1,156555
Data Scientist,Diploma,16,8,Healthcare,Large,Germany,Yes,1,167856
Statistician,PhD,2,3,Technology,Startup,India,Yes,0,73692
Actuary,PhD,14,12,Telecom,Startup,Germany,Yes,5,186196
Cybersecurity Analyst,Master,9,7,Manufacturing,Medium,USA,Hybrid,3,188085
AI researcher,PhD,15,14,Consulting,Enterprise,Sweden,Yes,3,192612
Operations research analyst,High School,15,9,Consulting,Enterprise,Singapore,No,3,190265
AI researcher,Master,3,18,Consulting,Large,Remote,No,1,134203
Math teacher,Diploma,3,14,Consulting,Medium,Canada,No,4,150118
AI researcher,High School,14,15,Media,Large,Sweden,Yes,5,154630
Math teacher,PhD,10,1,Technology,Small,India,Hybrid,3,87584
Operations research analyst,PhD,2,12,Media,Medium,Germany,Hybrid,0,168376
Risk analyst,Diploma,13,6,Consulting,Large,Singapore,No,3,146544
Cybersecurity Analyst,Master,19,1,Technology,Enterprise,Singapore,Hybrid,4,189344
Math teacher,Diploma,20,7,Retail,Small,Australia,Hybrid,5,153202
Data Scientist,PhD,13,14,Telecom,Small,Germany,Yes,3,180365
AI researcher,Bachelor,1,12,Telecom,Medium,Netherlands,No,0,99938
AI researcher,Bachelor,8,6,Finance,Startup,UK,Hybrid,4,119892
Data Scientist,Diploma,8,13,Healthcare,Large,Singapore,Yes,0,137705
Software Engineer,Bachelor,15,2,Retail,Large,Canada,Hybrid,5,180809
Financial modeler,Diploma,7,18,Retail,Enterprise,USA,Yes,0,190616
Risk analyst,Bachelor,0,4,Finance,Startup,USA,Yes,4,136633
Statistician,Bachelor,6,9,Retail,Startup,India,Yes,4,70039
Math teacher,Bachelor,6,17,Education,Medium,UK,No,2,158150
Data Scientist,Bachelor,5,16,Manufacturing,Large,India,Yes,1,99684
Operations research analyst,Bachelor,19,4,Technology,Startup,UK,No,5,176482
Math teacher,High School,18,14,Education,Medium,Germany,Hybrid,3,166022
Financial modeler,Diploma,0,19,Education,Large,UK,No,0,136133
Operations research analyst,Bachelor,2,18,Telecom,Enterprise,UK,No,5,213017
Actuary,High School,0,7,Manufacturing,Small,Australia,Yes,1,101100
Cybersecurity Analyst,High School,9,19,Telecom,Medium,Canada,No,3,153359
AI researcher,Master,12,6,Consulting,Medium,Canada,Yes,3,178524
Actuary,Master,2,2,Telecom,Startup,UK,Yes,4,141297
Math teacher,Bachelor,9,2,Consulting,Enterprise,Singapore,Hybrid,1,155112
Financial modeler,High School,5,8,Telecom,Enterprise,Singapore,Hybrid,3,135155
Risk analyst,Bachelor,16,6,Education,Medium,Australia,Yes,5,156314
Cybersecurity Analyst,Master,16,4,Technology,Medium,Remote,No,1,151970
Math teacher,High School,14,11,Government,Large,India,No,4,111663
Data Scientist,Diploma,3,17,Technology,Medium,Netherlands,Hybrid,1,115758
Data Analyst,PhD,10,9,Government,Enterprise,UK,No,3,174413
Math teacher,PhD,7,6,Healthcare,Enterprise,Germany,Yes,3,209720
Cybersecurity Analyst,Master,3,11,Telecom,Startup,Remote,No,3,115695
AI researcher,Bachelor,20,18,Manufacturing,Medium,Canada,No,3,187476
AI researcher,High School,10,14,Government,Medium,USA,Yes,3,157874
Math teacher,High School,2,17,Telecom,Medium,Germany,Hybrid,0,130986
Operations research analyst,Diploma,5,10,Technology,Enterprise,India,Hybrid,3,117626
Data Analyst,Master,10,12,Finance,Small,India,Yes,4,79399
Data Scientist,PhD,1,5,Education,Enterprise,Sweden,Yes,3,154270
Math teacher,Diploma,0,13,Manufacturing,Startup,Canada,No,3,125323
Operations research analyst,Bachelor,5,3,Finance,Large,Sweden,Hybrid,1,150776
AI researcher,High School,3,10,Manufacturing,Large,UK,No,0,113682
AI researcher,Diploma,6,2,Technology,Enterprise,Netherlands,No,2,119020
Financial modeler,PhD,14,1,Technology,Enterprise,UK,Hybrid,2,225585
Math teacher,Bachelor,4,16,Consulting,Startup,Australia,Hybrid,0,103246
Data Analyst,Bachelor,1,2,Media,Startup,Singapore,Hybrid,5,76120
Software Engineer,Master,1,6,Finance,Small,UK,No,5,120724
Data Analyst,Diploma,5,10,Government,Medium,India,No,2,66655
AI researcher,Bachelor,7,1,Technology,Enterprise,India,No,0,94515
AI researcher,PhD,16,19,Telecom,Startup,Australia,Yes,5,165120
Actuary,PhD,2,3,Telecom,Startup,UK,Hybrid,0,136855
AI researcher,Diploma,4,1,Retail,Startup,Australia,Hybrid,2,81070
Data Scientist,PhD,1,1,Education,Startup,Germany,Yes,5,124013
Statistician,Diploma,12,17,Government,Enterprise,UK,Yes,1,163107
Math teacher,PhD,10,9,Consulting,Medium,Germany,Hybrid,4,181329
Data Analyst,PhD,2,2,Manufacturing,Small,Canada,Yes,0,117155
Statistician,High School,11,5,Telecom,Enterprise,Sweden,Hybrid,0,110382
Operations research analyst,High School,4,1,Retail,Startup,Netherlands,No,5,112183
Software Engineer,Bachelor,15,5,Finance,Medium,Australia,Yes,2,145140
Data Scientist,Bachelor,13,14,Media,Large,India,No,2,109157
Cybersecurity Analyst,Diploma,8,9,Manufacturing,Medium,Sweden,Yes,4,121082
Systems analyst,Bachelor,1,14,Consulting,Large,Singapore,Hybrid,1,106182
Data Analyst,Master,7,10,Technology,Small,Singapore,Hybrid,1,95343
Statistician,PhD,16,13,Retail,Startup,Netherlands,Yes,3,136590
Cybersecurity Analyst,Bachelor,13,13,Technology,Small,India,No,3,100825
Software Engineer,Master,5,19,Manufacturing,Medium,Remote,Hybrid,3,127005
Actuary,PhD,18,4,Consulting,Enterprise,Canada,No,4,271175
Cybersecurity Analyst,Diploma,0,1,Consulting,Small,Canada,Yes,1,109523
Data Scientist,High School,20,17,Telecom,Small,India,Hybrid,1,93279
Data Scientist,Master,8,15,Media,Enterprise,USA,No,5,228422
Actuary,High School,14,11,Telecom,Large,UK,No,2,176169
Systems analyst,High School,11,19,Consulting,Medium,Australia,No,4,118210
Math teacher,Diploma,15,14,Education,Enterprise,Australia,No,5,191668
Cybersecurity Analyst,Master,12,17,Retail,Enterprise,Sweden,Hybrid,4,189252
Actuary,Bachelor,13,18,Telecom,Small,Canada,No,3,183042
Data Scientist,High School,10,14,Technology,Small,Remote,Hybrid,2,116004
Data Scientist,Master,9,12,Retail,Medium,USA,Yes,3,194130
Statistician,Master,3,11,Telecom,Large,Netherlands,Yes,5,126312
AI researcher,Bachelor,6,4,Finance,Small,Singapore,Yes,2,106402
Systems analyst,Bachelor,0,6,Media,Large,Sweden,No,1,99387
Cybersecurity Analyst,High School,3,8,Government,Large,Netherlands,Yes,1,117671
Cybersecurity Analyst,PhD,13,3,Retail,Startup,Singapore,No,5,137123
Software Engineer,Bachelor,19,1,Consulting,Large,Remote,No,4,162204
Actuary,Bachelor,4,5,Telecom,Startup,Netherlands,No,5,117245
Software Engineer,PhD,11,11,Education,Startup,Netherlands,Hybrid,1,127996
Actuary,Diploma,2,18,Technology,Small,Netherlands,No,2,122020
Operations research analyst,High School,1,7,Technology,Medium,Australia,Hybrid,4,127977
Data Scientist,Diploma,1,3,Technology,Medium,Netherlands,Hybrid,5,98218
AI researcher,High School,10,15,Government,Medium,UK,Hybrid,1,127304
Statistician,Master,3,11,Telecom,Enterprise,Canada,Hybrid,4,143314
AI researcher,High School,8,15,Government,Large,Sweden,No,2,123916
AI researcher,PhD,0,14,Healthcare,Small,India,No,1,78855
AI researcher,Bachelor,17,1,Finance,Large,Singapore,Yes,4,151532
Software Engineer,High School,20,8,Technology,Large,Germany,No,0,161508
Actuary,Diploma,17,15,Retail,Small,USA,Hybrid,3,202624
Risk analyst,Diploma,1,16,Media,Large,USA,Hybrid,4,174025
Operations research analyst,High School,20,13,Retail,Startup,Remote,No,0,155205
Data Analyst,Bachelor,14,4,Telecom,Large,Canada,Yes,2,150047
AI researcher,Bachelor,6,14,Media,Large,India,Yes,5,95276
Math teacher,Diploma,17,18,Retail,Startup,Netherlands,Yes,1,143471
Software Engineer,Diploma,1,6,Technology,Medium,Australia,Yes,5,113626
Systems analyst,Master,4,18,Telecom,Large,Australia,No,3,132099
Statistician,Bachelor,17,14,Media,Small,Australia,No,3,123054
Data Analyst,High School,18,10,Government,Small,Canada,Yes,0,131033
Risk analyst,Bachelor,17,3,Government,Large,India,Hybrid,1,117073
Math teacher,Master,16,12,Technology,Startup,Canada,No,4,179822
Risk analyst,PhD,16,3,Healthcare,Medium,Canada,Yes,5,200631
Data Analyst,Bachelor,3,19,Education,Startup,Singapore,Yes,2,93785
AI researcher,Bachelor,4,10,Consulting,Enterprise,Canada,Hybrid,0,157751
Math teacher,Diploma,8,14,Telecom,Medium,Remote,Yes,2,136663
Risk analyst,Master,17,6,Consulting,Medium,Netherlands,Hybrid,3,168990
Statistician,High School,7,10,Healthcare,Medium,Netherlands,No,0,86299
Actuary,Diploma,8,14,Consulting,Large,India,Yes,2,116536
Data Scientist,PhD,7,2,Retail,Small,UK,No,5,156407
Actuary,Master,1,15,Retail,Medium,Germany,Hybrid,1,153739
Data Analyst,PhD,10,13,Education,Medium,Singapore,Yes,4,135596
Software Engineer,Bachelor,1,15,Retail,Small,Singapore,Hybrid,3,102866
Data Scientist,High School,16,7,Education,Medium,Australia,No,0,127078
Operations research analyst,Diploma,1,1,Telecom,Enterprise,Netherlands,No,2,155170
Statistician,Master,3,19,Manufacturing,Enterprise,Canada,Hybrid,2,161028
Operations research analyst,Master,4,2,Technology,Small,Germany,Yes,1,151331
Math teacher,Master,11,4,Manufacturing,Enterprise,USA,No,4,234512
Cybersecurity Analyst,High School,12,18,Government,Medium,Netherlands,Hybrid,4,136858
Data Scientist,Diploma,17,3,Education,Medium,Remote,No,4,141290
Operations research analyst,Master,17,13,Consulting,Startup,Sweden,No,2,164877
Operations research analyst,High School,4,16,Education,Medium,Canada,No,3,169051
Risk analyst,High School,13,9,Telecom,Startup,Australia,Yes,3,132717
Actuary,Diploma,19,18,Consulting,Enterprise,Sweden,Hybrid,0,202383
Risk analyst,Bachelor,16,1,Media,Medium,Remote,Hybrid,4,141064
Data Scientist,Bachelor,4,17,Government,Medium,Germany,Hybrid,0,127972
Data Scientist,Bachelor,20,9,Retail,Enterprise,Remote,Yes,0,186145
Data Analyst,High School,18,19,Retail,Medium,Canada,No,2,146510
Risk analyst,Master,17,10,Finance,Startup,UK,Yes,0,172272
Financial modeler,Bachelor,15,9,Government,Startup,Australia,No,0,135004
Systems analyst,Master,1,17,Technology,Large,Netherlands,Yes,0,126042
Actuary,Master,4,7,Telecom,Enterprise,Sweden,Hybrid,0,168386
Data Scientist,Diploma,5,1,Education,Startup,Australia,Hybrid,5,102224
Data Analyst,Diploma,18,4,Manufacturing,Small,Singapore,Yes,5,124986
Cybersecurity Analyst,Bachelor,17,4,Media,Enterprise,UK,No,5,210569
Risk analyst,Diploma,4,16,Healthcare,Medium,UK,Yes,3,149972
Actuary,High School,8,1,Education,Medium,Sweden,Hybrid,2,115386
Cybersecurity Analyst,High School,6,11,Consulting,Medium,Canada,Yes,4,145964
Risk analyst,High School,12,16,Media,Enterprise,UK,Hybrid,5,180482
Operations research analyst,Diploma,19,16,Telecom,Startup,Germany,Yes,5,193229
Cybersecurity Analyst,Diploma,20,9,Media,Medium,Sweden,Yes,4,149184
Data Analyst,Master,17,4,Manufacturing,Medium,Remote,Hybrid,3,124891
Actuary,Diploma,11,18,Government,Small,Australia,No,2,142106
AI researcher,PhD,5,2,Healthcare,Large,Germany,Hybrid,0,146613
Math teacher,PhD,17,16,Media,Large,Australia,Hybrid,3,200568
Math teacher,Diploma,16,3,Government,Large,Singapore,Hybrid,5,172431
Actuary,Diploma,20,14,Manufacturing,Large,Netherlands,Hybrid,2,193379
Cybersecurity Analyst,Master,7,5,Government,Enterprise,India,No,4,112614
Risk analyst,Master,7,14,Finance,Small,UK,Hybrid,5,168293
Data Analyst,High School,15,8,Government,Large,Canada,Yes,1,140017
Systems analyst,PhD,2,4,Finance,Large,Remote,Hybrid,3,126950
Math teacher,PhD,2,7,Consulting,Small,Germany,Yes,0,151595
Data Analyst,Diploma,4,11,Education,Small,India,Yes,0,61628
Math teacher,PhD,7,15,Consulting,Small,Sweden,Yes,3,162393
Operations research analyst,Diploma,18,14,Government,Large,USA,Yes,2,260034
Risk analyst,Master,17,2,Technology,Large,Remote,No,4,174252
Operations research analyst,Bachelor,0,15,Telecom,Small,USA,No,0,165227
Math teacher,Diploma,5,12,Technology,Startup,Canada,Yes,4,141375
AI researcher,Bachelor,0,8,Technology,Large,Germany,Hybrid,4,128491
AI researcher,Diploma,14,10,Telecom,Startup,Singapore,Yes,4,120684
Operations research analyst,Diploma,17,7,Media,Startup,Remote,Yes,2,151652
AI researcher,PhD,9,16,Media,Startup,USA,Yes,4,192200
Math teacher,PhD,8,5,Finance,Large,USA,Yes,2,222854
Actuary,High School,11,15,Media,Small,Netherlands,Hybrid,2,135019
Operations research analyst,Diploma,17,10,Consulting,Enterprise,USA,Yes,5,268299
Systems analyst,High School,5,11,Retail,Enterprise,UK,No,2,134628
Systems analyst,Master,19,17,Technology,Medium,Netherlands,No,1,140750
Software Engineer,PhD,18,10,Healthcare,Medium,UK,No,4,195742
Cybersecurity Analyst,PhD,7,17,Finance,Startup,India,No,1,94018
Risk analyst,Diploma,8,5,Manufacturing,Startup,India,Yes,0,74045
AI researcher,Diploma,16,11,Government,Startup,India,No,3,82506
AI researcher,Diploma,12,8,Telecom,Small,Remote,Hybrid,3,127325
Cybersecurity Analyst,Diploma,10,12,Consulting,Enterprise,Canada,Hybrid,5,196691
Data Scientist,Master,17,16,Telecom,Small,Netherlands,Yes,4,158924
Financial modeler,Bachelor,15,13,Finance,Startup,UK,Hybrid,0,145611
Operations research analyst,Bachelor,1,18,Technology,Large,USA,Yes,3,211488
Statistician,Diploma,6,4,Consulting,Medium,UK,Yes,2,106048
AI researcher,Bachelor,18,9,Healthcare,Enterprise,Remote,Yes,4,182841
Risk analyst,Master,0,1,Media,Medium,Sweden,Hybrid,1,116380
Software Engineer,PhD,13,11,Education,Small,Netherlands,Hybrid,4,138288
Systems analyst,High School,2,1,Consulting,Large,UK,No,4,109976
AI researcher,Bachelor,7,15,Finance,Large,Remote,Yes,5,139456
